Price,condo,size,rooms,toilets,suites,parking,elevator,furnished,swimming_pool,new,district,negotiation_type,property_type,latitude,longitude,property_coords,nearest_metro_station,nearest_metro_station_distance
620000,650,94,3,2,1,2,0,0,1,0,Barra Funda/São Paulo,sale,apartment,-23.527031100000002,-46.6508283,"(-46.6508283, -23.527031100000002)",marechal-deodoro,0.7750987320423594
330000,0,43,2,1,0,1,0,0,0,0,Barra Funda/São Paulo,sale,apartment,-23.5136354,-46.6880648,"(-46.6880648, -23.5136354)",palmeiras-barra-funda,2.457251664670582
540000,480,63,2,2,1,2,0,0,1,0,Barra Funda/São Paulo,sale,apartment,-23.5278521,-46.6560525,"(-46.6560525, -23.5278521)",marechal-deodoro,0.469424532682818
770000,500,70,3,2,1,1,0,0,1,0,Barra Funda/São Paulo,sale,apartment,-23.5296576,-46.6651176,"(-46.6651176, -23.5296576)",palmeiras-barra-funda,0.4171851978105334
777000,760,103,4,2,1,2,0,0,0,0,Barra Funda/São Paulo,sale,apartment,-23.515565,-46.687137299999996,"(-46.687137299999996, -23.515565)",palmeiras-barra-funda,2.3091639925548404
220000,230,34,2,1,0,0,0,0,0,0,Barra Funda/São Paulo,sale,apartment,-23.5268216,-46.650178000000004,"(-46.650178000000004, -23.5268216)",marechal-deodoro,0.8395406555512969
640000,500,66,2,1,0,1,0,1,1,0,Barra Funda/São Paulo,sale,apartment,-23.519348899999997,-46.6661961,"(-46.6661961, -23.519348899999997)",palmeiras-barra-funda,0.49017404047066454
600000,690,70,2,2,1,2,0,1,1,0,Barra Funda/São Paulo,sale,apartment,-23.5150596,-46.6877071,"(-46.6877071, -23.5150596)",palmeiras-barra-funda,2.3817344257942645
1100001,850,132,4,2,1,2,1,0,0,0,Barra Funda/São Paulo,sale,apartment,-23.519951100000004,-46.6663511,"(-46.6663511, -23.519951100000004)",palmeiras-barra-funda,0.4410537948729648
600000,600,86,2,1,0,1,0,0,0,0,Barra Funda/São Paulo,sale,apartment,-23.5315181,-46.6616001,"(-46.6616001, -23.5315181)",marechal-deodoro,0.6611651272642077
1380000,980,145,3,2,1,3,0,0,1,0,Barra Funda/São Paulo,sale,apartment,-23.5229155,-46.658206,"(-46.658206, -23.5229155)",marechal-deodoro,0.8849256760967168
380000,721,34,1,1,0,1,0,0,1,0,Barra Funda/São Paulo,sale,apartment,-23.5337028,-46.654003100000004,"(-46.654003100000004, -23.5337028)",marechal-deodoro,0.2118615074495499
349000,210,68,1,1,0,0,0,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.5541922,-46.6470402,"(-46.6470402, -23.5541922)",higienopolis-mackenzie,0.7092166339229573
249000,345,39,1,1,0,0,0,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.5540859,-46.6493172,"(-46.6493172, -23.5540859)",higienopolis-mackenzie,0.5141238517083039
250000,260,31,1,1,0,0,0,1,0,0,Bela Vista/São Paulo,sale,apartment,-23.552321300000003,-46.6477449,"(-46.6477449, -23.552321300000003)",higienopolis-mackenzie,0.5685036155282639
350000,1500,36,1,1,0,1,0,0,1,0,Bela Vista/São Paulo,sale,apartment,-23.572515300000003,-46.6514072,"(-46.6514072, -23.572515300000003)",brigadeiro,0.45793703196445035
500000,150,136,3,1,0,0,1,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.5586274,-46.644371899999996,"(-46.644371899999996, -23.5586274)",sao-joaquim,0.6749111662369672
477000,933,116,2,2,1,1,0,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.5516288,-46.64665,"(-46.64665, -23.5516288)",higienopolis-mackenzie,0.6610060864523314
850000,656,88,2,2,1,1,0,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.5676323,-46.6460844,"(-46.6460844, -23.5676323)",brigadeiro,0.3171800059504863
440000,416,38,1,1,0,0,1,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.5522918,-46.638904,"(-46.638904, -23.5522918)",anhangabau,0.34335101635406967
320000,680,35,1,1,0,1,0,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.5549329,-46.6514078,"(-46.6514078, -23.5549329)",higienopolis-mackenzie,0.4680263898127232
2540000,1999,350,3,2,1,2,0,1,0,0,Bela Vista/São Paulo,sale,apartment,-23.562611899999997,-46.6530421,"(-46.6530421, -23.562611899999997)",trianon-masp,0.11849876239073824
380000,489,47,1,1,0,1,0,1,0,0,Bela Vista/São Paulo,sale,apartment,-23.5625097,-46.649392999999996,"(-46.649392999999996, -23.5625097)",brigadeiro,0.4026857629536977
425000,480,65,2,1,0,1,0,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.557176600000002,-46.6406367,"(-46.6406367, -23.557176600000002)",sao-joaquim,0.39261808807443915
1700000,3200,235,4,4,1,1,0,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.565650299999998,-46.6580769,"(-46.6580769, -23.565650299999998)",trianon-masp,0.4957003170985991
848000,1300,120,3,2,1,1,0,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.564219899999998,-46.6445031,"(-46.6445031, -23.564219899999998)",brigadeiro,0.5613029679812287
330000,890,83,2,1,0,0,1,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.5432617,-46.640765,"(-46.640765, -23.5432617)",republica,0.22062584000977212
300000,380,60,1,1,0,0,1,1,0,0,Bela Vista/São Paulo,sale,apartment,-23.5579814,-46.6440671,"(-46.6440671, -23.5579814)",sao-joaquim,0.6605909161246984
870000,1060,114,3,2,1,1,1,1,0,0,Bela Vista/São Paulo,sale,apartment,-23.562136300000002,-46.6468868,"(-46.6468868, -23.562136300000002)",brigadeiro,0.4849597073025831
300000,430,64,1,1,0,1,1,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.5547396,-46.648491299999996,"(-46.648491299999996, -23.5547396)",higienopolis-mackenzie,0.6127980577953535
370000,390,52,1,2,1,1,0,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.556314999999998,-46.639936,"(-46.639936, -23.556314999999998)",sao-joaquim,0.4143139546694773
500000,580,50,1,1,0,1,0,1,1,0,Bela Vista/São Paulo,sale,apartment,-23.551787,-46.6453006,"(-46.6453006, -23.551787)",republica,0.6577876234975852
1200000,1200,147,3,1,0,1,0,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.561678699999998,-46.647683799999996,"(-46.647683799999996, -23.561678699999998)",brigadeiro,0.48360021220990534
739000,460,65,3,2,1,1,0,0,1,0,Bela Vista/São Paulo,sale,apartment,-23.5630182,-46.6419481,"(-46.6419481, -23.5630182)",sao-joaquim,0.3929291101164833
369000,510,45,1,1,0,1,0,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.5568281,-46.6505596,"(-46.6505596, -23.5568281)",higienopolis-mackenzie,0.6328324569040247
590000,482,75,2,1,0,1,0,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.563692899999996,-46.649791,"(-46.649791, -23.563692899999996)",brigadeiro,0.32316518979081715
245000,390,30,1,1,0,1,0,1,0,0,Bela Vista/São Paulo,sale,apartment,-23.5589693,-46.6484946,"(-46.6484946, -23.5589693)",brigadeiro,0.6723130782203152
1300000,732,75,3,2,1,1,0,0,1,0,Bela Vista/São Paulo,sale,apartment,-23.557627800000002,-46.6559141,"(-46.6559141, -23.557627800000002)",consolacao,0.48006925947624013
630000,850,74,2,1,0,1,0,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.563579,-46.64573,"(-46.64573, -23.563579)",brigadeiro,0.4774703085926122
800000,780,94,2,2,1,1,0,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.5643858,-46.642246,"(-46.642246, -23.5643858)",vergueiro,0.4097749879841207
1580000,900,130,3,2,1,1,0,1,0,0,Bela Vista/São Paulo,sale,apartment,-23.5623332,-46.651685799999996,"(-46.651685799999996, -23.5623332)",trianon-masp,0.2593360084671966
480000,650,156,3,2,1,1,1,0,0,0,Bom Retiro/São Paulo,sale,apartment,-23.5311944,-46.637206799999994,"(-46.637206799999994, -23.5311944)",luz,0.5018844044682865
750000,700,97,3,2,1,2,1,0,1,0,Bom Retiro/São Paulo,sale,apartment,-23.521619,-46.647701700000006,"(-46.647701700000006, -23.521619)",santa-cecilia,1.2702606968262935
250000,300,80,3,1,0,0,0,0,0,0,Bom Retiro/São Paulo,sale,apartment,-23.526066600000004,-46.6454331,"(-46.6454331, -23.526066600000004)",santa-cecilia,1.0032454845913232
750000,1300,164,3,2,1,1,0,0,0,0,Bom Retiro/São Paulo,sale,apartment,-23.5053909,-46.62278320000001,"(-46.62278320000001, -23.5053909)",santana,0.3454373281762877
610000,500,67,3,2,1,1,1,0,1,0,Bom Retiro/São Paulo,sale,apartment,-23.5219993,-46.6418497,"(-46.6418497, -23.5219993)",tiradentes,1.2411535128024977
400000,238,62,2,1,0,0,1,0,0,0,Bom Retiro/São Paulo,sale,apartment,-23.5277258,-46.6316011,"(-46.6316011, -23.5277258)",tiradentes,0.2826656345488903
945000,1837,200,3,2,1,1,0,0,0,0,Bom Retiro/São Paulo,sale,apartment,-23.528517899999997,-46.6321348,"(-46.6321348, -23.528517899999997)",tiradentes,0.2056087755325954
480000,638,68,3,2,1,1,0,0,0,0,Bom Retiro/São Paulo,sale,apartment,-23.5243239,-46.6473875,"(-46.6473875, -23.5243239)",santa-cecilia,1.070086859249824
420000,707,80,2,1,0,1,1,0,0,0,Bom Retiro/São Paulo,sale,apartment,-23.5245475,-46.639959399999995,"(-46.639959399999995, -23.5245475)",tiradentes,0.9586665048283838
479000,570,58,2,2,1,1,0,0,1,0,Bom Retiro/São Paulo,sale,apartment,-23.5246065,-46.6473265,"(-46.6473265, -23.5246065)",santa-cecilia,1.049945197007307
370000,550,49,2,1,0,1,0,0,0,0,Bom Retiro/São Paulo,sale,apartment,-23.5306607,-46.6337305,"(-46.6337305, -23.5306607)",tiradentes,0.1286590253192845
610000,600,67,3,2,1,1,0,1,1,0,Bom Retiro/São Paulo,sale,apartment,-23.5246065,-46.6473265,"(-46.6473265, -23.5246065)",santa-cecilia,1.049945197007307
650000,250,130,3,2,1,1,1,0,0,0,Bom Retiro/São Paulo,sale,apartment,-23.5269312,-46.640661,"(-46.640661, -23.5269312)",tiradentes,0.9499103684300788
590000,600,70,3,2,1,1,0,0,1,0,Bom Retiro/São Paulo,sale,apartment,-23.524673800000002,-46.6474398,"(-46.6474398, -23.524673800000002)",santa-cecilia,1.0427055810314518
450000,550,61,3,2,1,1,0,1,1,0,Bom Retiro/São Paulo,sale,apartment,-23.5216531,-46.6419693,"(-46.6419693, -23.5216531)",tiradentes,1.2671318185031573
780000,550,140,3,1,0,0,1,0,0,0,Bom Retiro/São Paulo,sale,apartment,-23.5307115,-46.636213299999994,"(-46.636213299999994, -23.5307115)",tiradentes,0.40112233752055637
350000,500,70,2,1,0,0,0,0,0,0,Bom Retiro/São Paulo,sale,apartment,-23.5209717,-46.6455008,"(-46.6455008, -23.5209717)",santa-cecilia,1.3680741693886194
362000,0,56,1,2,1,1,0,0,1,0,Bom Retiro/São Paulo,sale,apartment,-23.5247212,-46.6474648,"(-46.6474648, -23.5247212)",santa-cecilia,1.0386672574046987
445000,500,65,3,2,1,1,0,1,1,0,Bom Retiro/São Paulo,sale,apartment,-23.5216961,-46.6418459,"(-46.6418459, -23.5216961)",tiradentes,1.2540044321747021
800000,720,97,3,1,0,2,0,0,0,0,Bom Retiro/São Paulo,sale,apartment,-23.5216453,-46.647649,"(-46.647649, -23.5216453)",santa-cecilia,1.2689408534768052
1015000,2200,200,4,2,1,2,1,0,0,0,Bom Retiro/São Paulo,sale,apartment,-23.528218600000002,-46.6338769,"(-46.6338769, -23.528218600000002)",tiradentes,0.2621274153009751
435000,700,68,2,2,1,2,1,1,1,0,Bom Retiro/São Paulo,sale,apartment,-23.524673800000002,-46.6474398,"(-46.6474398, -23.524673800000002)",santa-cecilia,1.0427055810314518
368000,240,97,2,1,0,0,0,0,0,0,Bom Retiro/São Paulo,sale,apartment,-23.525585600000003,-46.6386636,"(-46.6386636, -23.525585600000003)",tiradentes,0.7943713420592302
479000,578,60,1,1,0,1,0,1,0,0,Bom Retiro/São Paulo,sale,apartment,-23.524673800000002,-46.6474398,"(-46.6474398, -23.524673800000002)",santa-cecilia,1.0427055810314518
650000,1500,197,3,3,0,1,0,0,0,0,Bom Retiro/São Paulo,sale,apartment,-23.5293315,-46.635015100000004,"(-46.635015100000004, -23.5293315)",tiradentes,0.29953653434557376
500000,750,130,3,1,0,0,0,0,0,0,Bom Retiro/São Paulo,sale,apartment,-23.528854100000004,-46.6337885,"(-46.6337885, -23.528854100000004)",tiradentes,0.21648381695875465
370000,480,52,2,2,1,1,1,0,0,0,Bom Retiro/São Paulo,sale,apartment,-23.5216531,-46.6419693,"(-46.6419693, -23.5216531)",tiradentes,1.2671318185031573
750000,706,97,3,2,1,2,0,0,1,0,Bom Retiro/São Paulo,sale,apartment,-23.5216453,-46.647649,"(-46.647649, -23.5216453)",santa-cecilia,1.2689408534768052
422400,500,74,3,2,1,1,0,0,1,0,Brás/São Paulo,sale,apartment,-23.5454184,-46.6169335,"(-46.6169335, -23.5454184)",bras,0.0549249923011974
329000,350,51,2,1,0,1,0,0,1,0,Brás/São Paulo,sale,apartment,-23.5508809,-46.6172008,"(-46.6172008, -23.5508809)",bras,0.4337197936506341
372960,370,60,2,2,1,1,1,0,1,0,Brás/São Paulo,sale,apartment,-23.5453953,-46.616792600000004,"(-46.616792600000004, -23.5453953)",bras,0.03916538642397238
450000,0,64,2,2,1,1,0,0,0,0,Brás/São Paulo,sale,apartment,-23.5457568,-46.6087463,"(-46.6087463, -23.5457568)",bresser-mooca,0.18317551548377625
392700,400,39,2,1,0,1,0,0,1,0,Brás/São Paulo,sale,apartment,-23.5493698,-46.615692700000004,"(-46.615692700000004, -23.5493698)",bras,0.32077641195427986
384000,360,53,2,2,1,1,0,0,1,0,Brás/São Paulo,sale,apartment,-23.549290600000003,-46.604941499999995,"(-46.604941499999995, -23.549290600000003)",bresser-mooca,0.3328147866853093
240000,0,32,1,2,1,1,0,0,0,0,Brás/São Paulo,sale,apartment,-23.5464599,-46.623517799999995,"(-46.623517799999995, -23.5464599)",pedro-ii,0.3695757430504906
280000,375,54,2,1,0,1,0,0,0,0,Brás/São Paulo,sale,apartment,-23.5369443,-46.594066,"(-46.594066, -23.5369443)",belem,0.6716772750503942
228000,378,45,1,1,0,0,1,0,0,0,Brás/São Paulo,sale,apartment,-23.5479645,-46.621514000000005,"(-46.621514000000005, -23.5479645)",pedro-ii,0.5141339638299227
190000,370,30,1,2,1,0,1,0,0,0,Brás/São Paulo,sale,apartment,-23.5468185,-46.623729499999996,"(-46.623729499999996, -23.5468185)",pedro-ii,0.3337272919636841
318500,334,56,2,1,0,1,0,0,0,0,Brás/São Paulo,sale,apartment,-23.5369443,-46.594066,"(-46.594066, -23.5369443)",belem,0.6716772750503942
255000,360,48,2,1,0,1,0,0,0,0,Brás/São Paulo,sale,apartment,-23.5499427,-46.622437299999994,"(-46.622437299999994, -23.5499427)",pedro-ii,0.394470523696901
498000,493,62,2,2,1,2,0,0,1,0,Brás/São Paulo,sale,apartment,-23.5528686,-46.615589,"(-46.615589, -23.5528686)",bras,0.5854906883644078
235000,300,74,1,1,0,1,0,0,1,0,Brás/São Paulo,sale,apartment,-23.5357211,-46.595133600000004,"(-46.595133600000004, -23.5357211)",belem,0.8225661884044171
220000,300,30,1,2,1,1,0,0,0,0,Brás/São Paulo,sale,apartment,-23.5477377,-46.6234221,"(-46.6234221, -23.5477377)",pedro-ii,0.32178339446921617
371735,472,59,2,1,0,1,0,0,1,0,Brás/São Paulo,sale,apartment,-23.5494259,-46.616415,"(-46.616415, -23.5494259)",bras,0.31403952224624065
460000,460,60,2,2,1,1,0,0,1,0,Brás/São Paulo,sale,apartment,-23.5453953,-46.616792600000004,"(-46.616792600000004, -23.5453953)",bras,0.03916538642397238
219000,250,45,2,1,0,1,0,0,1,0,Brás/São Paulo,sale,apartment,-23.535686899999998,-46.5950989,"(-46.5950989, -23.535686899999998)",belem,0.8214479222102324
210000,370,42,1,1,0,1,0,0,0,0,Brás/São Paulo,sale,apartment,-23.5413195,-46.61972539999999,"(-46.61972539999999, -23.5413195)",bras,0.4767494387242334
400000,0,64,2,2,1,1,0,0,1,0,Brás/São Paulo,sale,apartment,-23.5457568,-46.6087463,"(-46.6087463, -23.5457568)",bresser-mooca,0.18317551548377625
554400,470,72,3,2,1,1,0,0,1,0,Brás/São Paulo,sale,apartment,-23.5453953,-46.616792600000004,"(-46.616792600000004, -23.5453953)",bras,0.03916538642397238
345173,336,42,1,1,0,1,0,0,1,0,Brás/São Paulo,sale,apartment,-23.552907100000002,-46.6156449,"(-46.6156449, -23.552907100000002)",bras,0.5874294279935874
351849,360,45,1,2,1,1,0,0,1,0,Brás/São Paulo,sale,apartment,-23.552907100000002,-46.6156449,"(-46.6156449, -23.552907100000002)",bras,0.5874294279935874
379000,450,65,3,2,1,1,0,0,0,0,Brás/São Paulo,sale,apartment,-23.5357406,-46.5950852,"(-46.5950852, -23.5357406)",belem,0.8175620124772989
160000,235,32,1,1,0,1,0,0,0,0,Brás/São Paulo,sale,apartment,-23.538645499999998,-46.6049273,"(-46.6049273, -23.538645499999998)",bresser-mooca,0.6407247150861055
650000,480,196,4,3,1,1,0,0,0,0,Brás/São Paulo,sale,apartment,-23.5411285,-46.6056896,"(-46.6056896, -23.5411285)",bresser-mooca,0.4325513778088339
358900,350,63,2,2,1,1,0,0,1,0,Brás/São Paulo,sale,apartment,-23.5400891,-46.6246092,"(-46.6246092, -23.5400891)",pedro-ii,0.7516670345953332
235000,240,44,2,1,0,1,0,0,1,0,Brás/São Paulo,sale,apartment,-23.5381359,-46.5978855,"(-46.5978855, -23.5381359)",belem,0.9884095941284347
240000,0,32,1,2,1,1,0,0,0,0,Brás/São Paulo,sale,apartment,-23.5464599,-46.623517799999995,"(-46.623517799999995, -23.5464599)",pedro-ii,0.3695757430504906
240000,0,32,1,2,1,1,0,0,0,0,Brás/São Paulo,sale,apartment,-23.5464599,-46.623517799999995,"(-46.623517799999995, -23.5464599)",pedro-ii,0.3695757430504906
230000,370,50,2,1,0,1,0,0,0,0,Brás/São Paulo,sale,apartment,-23.5413195,-46.61972539999999,"(-46.61972539999999, -23.5413195)",bras,0.4767494387242334
320000,370,50,2,1,0,1,0,0,0,0,Brás/São Paulo,sale,apartment,-23.5491235,-46.6191217,"(-46.6191217, -23.5491235)",bras,0.4162106104185942
360000,390,65,3,2,1,1,0,0,1,0,Brás/São Paulo,sale,apartment,-23.537319699999998,-46.594975299999994,"(-46.594975299999994, -23.537319699999998)",belem,0.7321769642932043
370000,0,51,2,2,1,1,0,0,1,0,Brás/São Paulo,sale,apartment,-23.542363,-46.6255816,"(-46.6255816, -23.542363)",pedro-ii,0.5636204412344064
219900,200,41,2,1,0,1,0,0,1,0,Brás/São Paulo,sale,apartment,-23.5357406,-46.5950852,"(-46.5950852, -23.5357406)",belem,0.8175620124772989
360000,950,54,1,2,1,2,0,1,1,0,Brás/São Paulo,sale,apartment,-23.5743663,-46.592331099999996,"(-46.592331099999996, -23.5743663)",vila-prudente,1.261744580749214
280000,220,48,2,1,0,1,1,0,0,0,Brás/São Paulo,sale,apartment,-23.5411563,-46.6206154,"(-46.6206154, -23.5411563)",bras,0.5631114217323637
380000,450,90,2,1,0,1,0,0,0,0,Brás/São Paulo,sale,apartment,-23.5364682,-46.610802,"(-46.610802, -23.5364682)",bresser-mooca,0.859634696650125
268700,0,45,2,1,0,0,0,0,1,0,Brás/São Paulo,sale,apartment,-23.5492391,-46.6175015,"(-46.6175015, -23.5492391)",bras,0.32196203288378755
280000,352,31,1,1,0,1,0,0,0,0,Brás/São Paulo,sale,apartment,-23.5470979,-46.624788,"(-46.624788, -23.5470979)",pedro-ii,0.23939512547801367
400000,0,65,3,2,1,1,0,0,0,0,Brás/São Paulo,sale,apartment,-23.5496259,-46.6113732,"(-46.6113732, -23.5496259)",bresser-mooca,0.5317648355025918
535000,655,68,3,2,1,1,1,0,1,0,Brás/São Paulo,sale,apartment,-23.546960199999997,-46.6197857,"(-46.6197857, -23.546960199999997)",bras,0.3920426081880167
360000,950,54,1,2,1,2,0,1,1,0,Brás/São Paulo,sale,apartment,-23.5743663,-46.592331099999996,"(-46.592331099999996, -23.5743663)",vila-prudente,1.261744580749214
350000,0,50,2,1,0,1,1,0,0,0,Brás/São Paulo,sale,apartment,-23.5447865,-46.606078100000005,"(-46.606078100000005, -23.5447865)",bresser-mooca,0.16968141563571135
225000,350,33,1,1,0,0,0,1,0,0,Brás/São Paulo,sale,apartment,-23.5469464,-46.623604799999995,"(-46.623604799999995, -23.5469464)",pedro-ii,0.33805520479668616
394000,0,57,2,1,0,1,0,0,1,0,Brás/São Paulo,sale,apartment,-23.5494259,-46.616415,"(-46.616415, -23.5494259)",bras,0.31403952224624065
390000,250,35,1,2,1,1,0,0,1,0,Consolação/São Paulo,sale,apartment,-23.5515735,-46.6514875,"(-46.6514875, -23.5515735)",higienopolis-mackenzie,0.2197837752568472
658000,800,90,2,1,0,1,0,0,0,0,Consolação/São Paulo,sale,apartment,-23.5515103,-46.6532505,"(-46.6532505, -23.5515103)",higienopolis-mackenzie,0.22177409179217608
295000,450,42,1,2,1,0,0,0,1,0,Consolação/São Paulo,sale,apartment,-23.549183300000003,-46.6425156,"(-46.6425156, -23.549183300000003)",anhangabau,0.3850977024220893
388000,350,64,2,2,1,1,0,0,1,0,Consolação/São Paulo,sale,apartment,-23.548564499999998,-46.6415917,"(-46.6415917, -23.548564499999998)",anhangabau,0.27400109915094795
679000,606,60,2,2,1,1,1,0,1,0,Consolação/São Paulo,sale,apartment,-23.5526306,-46.6515889,"(-46.6515889, -23.5526306)",higienopolis-mackenzie,0.29209357855220724
300000,738,39,1,1,0,1,0,0,0,0,Consolação/São Paulo,sale,apartment,-23.5492047,-46.645271,"(-46.645271, -23.5492047)",republica,0.486813496558028
480000,400,40,1,1,0,1,0,1,1,0,Consolação/São Paulo,sale,apartment,-23.5518635,-46.6549948,"(-46.6549948, -23.5518635)",higienopolis-mackenzie,0.37260715774879516
390000,365,35,1,1,0,1,0,1,1,0,Consolação/São Paulo,sale,apartment,-23.5528424,-46.6511485,"(-46.6511485, -23.5528424)",higienopolis-mackenzie,0.32385990043420315
450000,440,56,1,1,0,0,0,0,0,0,Consolação/São Paulo,sale,apartment,-23.551289999999998,-46.650439399999996,"(-46.650439399999996, -23.551289999999998)",higienopolis-mackenzie,0.2735673705961458
435000,450,70,2,1,0,1,0,0,0,0,Consolação/São Paulo,sale,apartment,-23.5518407,-46.654697799999994,"(-46.654697799999994, -23.5518407)",higienopolis-mackenzie,0.3455556563584304
1300000,670,75,3,3,2,1,1,1,1,0,Consolação/São Paulo,sale,apartment,-23.557627800000002,-46.6559141,"(-46.6559141, -23.557627800000002)",consolacao,0.48006925947624013
425000,650,38,1,1,0,1,0,0,1,0,Consolação/São Paulo,sale,apartment,-23.5550042,-46.653891200000004,"(-46.653891200000004, -23.5550042)",higienopolis-mackenzie,0.49518761930896393
850000,910,110,2,1,0,1,0,0,0,0,Consolação/São Paulo,sale,apartment,-23.5509966,-46.647797,"(-46.647797, -23.5509966)",higienopolis-mackenzie,0.5248263375564959
395000,608,52,1,1,0,0,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.5631777,-46.643519,"(-46.643519, -23.5631777)",sao-joaquim,0.5639694934537923
530000,550,68,2,2,1,1,0,1,1,0,Liberdade/São Paulo,sale,apartment,-23.559635,-46.6342959,"(-46.6342959, -23.559635)",japao-liberdade,0.37095532941497616
269000,150,46,1,1,0,1,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.555286399999996,-46.62847360000001,"(-46.62847360000001, -23.555286399999996)",pedro-ii,0.5097010352434035
240000,380,55,1,1,0,0,0,1,0,0,Liberdade/São Paulo,sale,apartment,-23.552992,-46.6283167,"(-46.6283167, -23.552992)",pedro-ii,0.3618666381614682
359000,370,59,3,2,1,1,0,0,1,0,Liberdade/São Paulo,sale,apartment,-23.5535307,-46.628029999999995,"(-46.628029999999995, -23.5535307)",pedro-ii,0.3713863942119819
720000,500,67,2,2,1,1,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.559635,-46.6342959,"(-46.6342959, -23.559635)",japao-liberdade,0.37095532941497616
410000,730,43,1,2,1,1,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.564291600000004,-46.6322604,"(-46.6322604, -23.564291600000004)",sao-joaquim,0.7395895930935991
399000,760,75,2,1,0,0,1,0,0,0,Liberdade/São Paulo,sale,apartment,-23.5616968,-46.6376416,"(-46.6376416, -23.5616968)",sao-joaquim,0.10962645811599706
300000,0,78,2,1,0,0,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.562481899999998,-46.6385915,"(-46.6385915, -23.562481899999998)",sao-joaquim,0.08534888543557047
560000,0,73,3,2,0,2,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.5667843,-46.6299201,"(-46.6299201, -23.5667843)",sao-joaquim,1.0504041714953962
495900,700,69,2,2,1,1,0,0,1,0,Liberdade/São Paulo,sale,apartment,-23.5588607,-46.63381270000001,"(-46.63381270000001, -23.5588607)",japao-liberdade,0.34514178039178506
494000,700,69,2,2,1,1,0,1,1,0,Liberdade/São Paulo,sale,apartment,-23.5588607,-46.63381270000001,"(-46.63381270000001, -23.5588607)",japao-liberdade,0.34514178039178506
496000,700,69,2,2,1,1,0,1,1,0,Liberdade/São Paulo,sale,apartment,-23.5588607,-46.63381270000001,"(-46.63381270000001, -23.5588607)",japao-liberdade,0.34514178039178506
350000,446,53,2,1,0,2,0,0,1,0,Liberdade/São Paulo,sale,apartment,-23.556144,-46.6290349,"(-46.6290349, -23.556144)",pedro-ii,0.5989729348016265
259900,0,48,2,1,0,1,0,0,1,0,Liberdade/São Paulo,sale,apartment,-23.5540003,-46.6281125,"(-46.6281125, -23.5540003)",pedro-ii,0.4056916944876961
250000,453,45,1,1,0,1,0,0,1,0,Liberdade/São Paulo,sale,apartment,-23.5552938,-46.6285289,"(-46.6285289, -23.5552938)",pedro-ii,0.5135401582688356
199000,200,48,1,2,1,1,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.561787399999996,-46.628506099999996,"(-46.628506099999996, -23.561787399999996)",japao-liberdade,0.9372396795813038
380000,700,87,2,1,0,0,1,0,0,0,Liberdade/São Paulo,sale,apartment,-23.5601274,-46.6332099,"(-46.6332099, -23.5601274)",japao-liberdade,0.46303038736556323
209900,0,34,1,1,0,0,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.5592698,-46.6237434,"(-46.6237434, -23.5592698)",pedro-ii,0.7740537196837692
900000,0,167,3,1,0,1,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.5678418,-46.635115899999995,"(-46.635115899999995, -23.5678418)",vergueiro,0.5363957165875373
420000,690,78,2,1,0,1,0,1,0,0,Liberdade/São Paulo,sale,apartment,-23.5579833,-46.6316358,"(-46.6316358, -23.5579833)",japao-liberdade,0.49045456611396143
240000,358,50,1,1,0,0,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.5528718,-46.628172,"(-46.628172, -23.5528718)",pedro-ii,0.3439461346301835
205000,350,40,2,1,0,0,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.553341800000002,-46.6285067,"(-46.6285067, -23.553341800000002)",pedro-ii,0.39570793894121076
691000,1835,75,3,2,1,2,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.569384399999997,-46.634034299999996,"(-46.634034299999996, -23.569384399999997)",vergueiro,0.6572253501820188
371000,390,44,2,1,0,0,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.5592698,-46.6237434,"(-46.6237434, -23.5592698)",pedro-ii,0.7740537196837692
